,title,author,source,description,content,pub_date,url,photo_url,combined_txt,tokens,lemms
0,"Google’s Year in Search 2022 was dominated by Wordle, Ukraine and a cricket World Cup",Mariella Moon,"{'id': 'engadget', 'name': 'Engadget'}","Wordle topped Google's Year in Search for 2022, beating even the biggest events in the world over the past few months. Searches for the five-letter word game peaked shortly after it was acquired byThe New York Times in February, perhaps when people had to loo…","Wordle topped Google's Year in Search for 2022, beating even the biggest events in the world over the past few months. Searches for the five-letter word game peaked shortly after it was acquired byTh… [+2436 chars]",2022-12-07,https://www.engadget.com/google-year-in-search-2022-123501384.html,https://s.yimg.com/os/creatr-uploaded-images/2022-12/577d8550-7618-11ed-beff-d7fb50e00414,google s year in search  was dominated by wordle ukraine and a cricket world cup wordle topped google is year in search for  beating even the biggest events in the world over the past few months searches for the five letter word game peaked shortly after it was acquired byth  chars,"['google', 'year', 'search', 'dominated', 'wordle', 'ukraine', 'cricket', 'world', 'cup', 'wordle', 'topped', 'google', 'year', 'search', 'beating', 'even', 'biggest', 'events', 'world', 'past', 'months', 'searches', 'five', 'letter', 'word', 'game', 'peaked', 'shortly', 'acquired', 'byth', 'chars']",google year search dominated wordle ukraine cricket world cup wordle topped google year search beating even biggest event world past month search five letter word game peaked shortly acquired byth char
1,OnePlus 11 5G and Buds Pro 2 event set for February 7th,Kris Holt,"{'id': 'engadget', 'name': 'Engadget'}","OnePlus
 has revealed when it will formally show off its flagship products for 2023. The Cloud 11 event will take place in New Delhi, India, on February 7th. The company will showcase the OnePlus 11 5G, OnePlus Buds Pro 2 and more.Along with revealing the ev…","OnePlus
 has revealed when it will formally show off its flagship products for 2023. The Cloud 11 event will take place in New Delhi, India, on February 7th. The company will showcase the OnePlus 11… [+1457 chars]",2022-12-19,https://www.engadget.com/oneplus-11-5g-buds-pro-2-reveal-event-date-140054267.html,https://s.yimg.com/os/creatr-uploaded-images/2022-12/550e3c90-7d77-11ed-af5e-5d43aa3f6fb9,oneplus  g and buds pro  event set for february th oneplus has revealed when it will formally show off its flagship products for  the cloud  event will take place in new delhi india on february th the company will showcase the oneplus   chars,"['oneplus', 'g', 'buds', 'pro', 'event', 'set', 'february', 'th', 'oneplus', 'revealed', 'formally', 'show', 'flagship', 'products', 'cloud', 'event', 'take', 'place', 'new', 'delhi', 'india', 'february', 'th', 'company', 'showcase', 'oneplus', 'chars']",oneplus g bud pro event set february th oneplus revealed formally show flagship product cloud event take place new delhi india february th company showcase oneplus char
2,The Morning After: We tried Dyson’s air-purifying headphones,Mat Smith,"{'id': 'engadget', 'name': 'Engadget'}","Dyson’s Zone is a headset-visor that processes the air you breathe and pumps it, well, into your face. Now we know the price ($949!) and launch date (March 2023), the company invited press to strap the baffling device on and test it a little more extensively.…","Dysons Zone is a headset-visor that processes the air you breathe and pumps it, well, into your face. Now we know the price ($949!) and launch date (March 2023), the company invited press to strap th… [+5634 chars]",2022-12-20,https://www.engadget.com/the-morning-after-we-tried-dysons-air-purifying-headphones-121506892.html,https://s.yimg.com/os/creatr-uploaded-images/2022-12/19297870-7fc0-11ed-afd6-05501d3b8cb0,the morning after we tried dyson s air purifying headphones dysons zone is a headset visor that processes the air you breathe and pumps it well into your face now we know the price  and launch date march  the company invited press to strap th  chars,"['morning', 'tried', 'dyson', 'air', 'purifying', 'headphones', 'dysons', 'zone', 'headset', 'visor', 'processes', 'air', 'breathe', 'pumps', 'well', 'face', 'know', 'price', 'launch', 'date', 'march', 'company', 'invited', 'press', 'strap', 'th', 'chars']",morning tried dyson air purifying headphone dysons zone headset visor process air breathe pump well face know price launch date march company invited press strap th char
3,"7 Best Cookbooks (Winter 2022): I Am From Here, Budmo, The Perfect Loaf",Joe Ray,"{'id': 'wired', 'name': 'Wired'}","These favorites from the second half of the year teach us about Ukrainian and Chinese-American cuisines, cocktails, and sourdough loaves.","Up until a couple of years ago, or perhaps right up to this very moment, you'd imagine that a cookbook with Southern Chef in the title would mean beans and cornbread, ham hocks and collards. This par… [+905 chars]",2022-12-08,https://www.wired.com/gallery/best-cookbooks-fall-winter-2022/,"https://media.wired.com/photos/6391303e41224999a9db8bde/191:100/w_2580,c_limit/Best-Cookbooks-2022-Gear-GettyImages-1300568328.jpg",best cookbooks winter  i am from here budmo the perfect loaf up until a couple of years ago or perhaps right up to this very moment you would imagine that a cookbook with southern chef in the title would mean beans and cornbread ham hocks and collards this par  chars,"['best', 'cookbooks', 'winter', 'budmo', 'perfect', 'loaf', 'couple', 'years', 'ago', 'perhaps', 'right', 'moment', 'would', 'imagine', 'cookbook', 'southern', 'chef', 'title', 'would', 'mean', 'beans', 'cornbread', 'ham', 'hocks', 'collards', 'par', 'chars']",best cookbook winter budmo perfect loaf couple year ago perhaps right moment would imagine cookbook southern chef title would mean bean cornbread ham hock collard par char
4,The Case That Foreshadowed the Lessons of the FTX Collapse,Antara Haldar,"{'id': 'wired', 'name': 'Wired'}","Before there was SBF, there was another “ethical crusader” who learned the same hard truths about the technology of trust.","For the past three seemingly glorious years, the 30-year-old boy wonder Sam Bankman-Fried, or SBF, crowned the King of Crypto, bore an uncanny resemblance to the legendary character Robin Hood. Using… [+4839 chars]",2022-12-21,https://www.wired.com/story/cryptocurrency-sbf-ftx-microfinance/,"https://media.wired.com/photos/63a2366d2b5612eae8066cbc/191:100/w_1280,c_limit/ftx-finance-sam-bankman-fried.jpg",the case that foreshadowed the lessons of the ftx collapse for the past three seemingly glorious years the  year old boy wonder sam bankman fried or sbf crowned the king of crypto bore an uncanny resemblance to the legendary character robin hood using  chars,"['case', 'foreshadowed', 'lessons', 'ftx', 'collapse', 'past', 'three', 'seemingly', 'glorious', 'years', 'year', 'old', 'boy', 'wonder', 'sam', 'bankman', 'fried', 'sbf', 'crowned', 'king', 'crypto', 'bore', 'uncanny', 'resemblance', 'legendary', 'character', 'robin', 'hood', 'using', 'chars']",case foreshadowed lesson ftx collapse past three seemingly glorious year year old boy wonder sam bankman fried sbf crowned king crypto bore uncanny resemblance legendary character robin hood using char
5,El Niño Is Coming—and the World Isn’t Prepared,Bill McGuire,"{'id': 'wired', 'name': 'Wired'}",Global heating will set the stage for extreme weather everywhere in 2023. The consequences are likely to be cataclysmic.,"In 2023, the relentless increase in global heating will continue, bringing ever more disruptive weather that is the signature calling card of accelerating climate breakdown. 
According to NASA, 2022… [+4342 chars]",2022-12-24,https://www.wired.com/story/climate-environment-hurricane/,"https://media.wired.com/photos/63a07f94e07d189669191b25/191:100/w_1280,c_limit/04_El-nino-is-coming.jpg",el nio is coming and the world isn t prepared in  the relentless increase in global heating will continue bringing ever more disruptive weather that is the signature calling card of accelerating climate breakdown according to nasa   chars,"['el', 'nio', 'coming', 'world', 'prepared', 'relentless', 'increase', 'global', 'heating', 'continue', 'bringing', 'ever', 'disruptive', 'weather', 'signature', 'calling', 'card', 'accelerating', 'climate', 'breakdown', 'according', 'nasa', 'chars']",el nio coming world prepared relentless increase global heating continue bringing ever disruptive weather signature calling card accelerating climate breakdown according nasa char
6,Foxconn Expects to Resume Full iPhone Production by January Following Violent China Protests,Mack DeGeurin,"{'id': None, 'name': 'Gizmodo.com'}",Major Apple supplier Foxconn says its Zhengzhou iPhone plant should resume “full production” by January following months marked by covid-19 outbreaks and mass protests in response to strict pandemic restrictions. Read more...,Major Apple supplier Foxconn says its Zhengzhou iPhone plant should resume full production by January following months marked by covid-19 outbreaks and mass protests in response to strict pandemic re… [+2341 chars],2022-12-05,https://gizmodo.com/foxconn-iphone-14-protests-china-covid-apple-1849853432,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/8a5bf9a9beb56ae95bbf6f656282b143.jpg",foxconn expects to resume full iphone production by january following violent china protests major apple supplier foxconn says its zhengzhou iphone plant should resume full production by january following months marked by covid  outbreaks and mass protests in response to strict pandemic re  chars,"['foxconn', 'expects', 'resume', 'full', 'iphone', 'production', 'january', 'following', 'violent', 'china', 'protests', 'major', 'apple', 'supplier', 'foxconn', 'says', 'zhengzhou', 'iphone', 'plant', 'resume', 'full', 'production', 'january', 'following', 'months', 'marked', 'covid', 'outbreaks', 'mass', 'protests', 'response', 'strict', 'pandemic', 'chars']",foxconn expects resume full iphone production january following violent china protest major apple supplier foxconn say zhengzhou iphone plant resume full production january following month marked covid outbreak mass protest response strict pandemic char
7,Convicted Saudi Twitter Spy Sentenced to More Than Three Years in Prison,Mack DeGeurin,"{'id': None, 'name': 'Gizmodo.com'}","While newly named Twitter CEO Elon Musk continues to explore new ways to flesh out leakers from companies, the U.S. government’s been busy closing out a court case against actual Twitter spies. Now, according to NBC, a former Twitter employee convicted of exp…","While newly named Twitter CEO Elon Musk continues to explore new ways to flesh out leakers from companies, the U.S. governments been busy closing out a court case against actual Twitter spies. Now, a… [+3055 chars]",2022-12-15,https://gizmodo.com/twitter-saudi-spy-mohammed-bin-salman-1849897907,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/37673465ec9f8201b779d3508179695c.jpg",convicted saudi twitter spy sentenced to more than three years in prison while newly named twitter ceo elon musk continues to explore new ways to flesh out leakers from companies the u s governments been busy closing out a court case against actual twitter spies now a  chars,"['convicted', 'saudi', 'twitter', 'spy', 'sentenced', 'three', 'years', 'prison', 'newly', 'named', 'twitter', 'ceo', 'elon', 'musk', 'continues', 'explore', 'new', 'ways', 'flesh', 'leakers', 'companies', 'u', 'governments', 'busy', 'closing', 'court', 'case', 'actual', 'twitter', 'spies', 'chars']",convicted saudi twitter spy sentenced three year prison newly named twitter ceo elon musk continues explore new way flesh leaker company u government busy closing court case actual twitter spy char
8,"Air Pollution Causes Nearly a Million Stillbirths Every Year, Study Finds",Lauren Leffer,"{'id': None, 'name': 'Gizmodo.com'}","Every day, people all across the world breathe in poison. Outdoor air pollution kills an estimated 7 million people annually, according to the World Health Organization. Most of that toxic, deadly pollution is fine particulate matter, known as PM2.5, which co…","Every day, people all across the world breathe in poison. Outdoor air pollution kills an estimated 7 million people annually, according to the World Health Organization. Most of that toxic, deadly po… [+5492 chars]",2022-11-30,https://gizmodo.com/air-pollution-stillbirths-1849836024,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/f4e0c0786b7865cf9d2bb3e5a6eaed53.jpg",air pollution causes nearly a million stillbirths every year study finds every day people all across the world breathe in poison outdoor air pollution kills an estimated  million people annually according to the world health organization most of that toxic deadly po  chars,"['air', 'pollution', 'causes', 'nearly', 'million', 'stillbirths', 'every', 'year', 'study', 'finds', 'every', 'day', 'people', 'across', 'world', 'breathe', 'poison', 'outdoor', 'air', 'pollution', 'kills', 'estimated', 'million', 'people', 'annually', 'according', 'world', 'health', 'organization', 'toxic', 'deadly', 'po', 'chars']",air pollution cause nearly million stillbirth every year study find every day people across world breathe poison outdoor air pollution kill estimated million people annually according world health organization toxic deadly po char
9,India makes big strides in African healthcare,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",The rapid expansion of Indian healthcare firms in Africa has not been without problems.,"Like many African doctors, Peter Mativo had to travel overseas to complete his training.
In 2007 he left Kenya for Bangalore to pursue his goal of becoming a neurologist. After 18 months in India, h… [+5745 chars]",2022-12-02,https://www.bbc.co.uk/news/business-63476025,https://ichef.bbci.co.uk/news/1024/branded_news/124CC/production/_127565947_goodstrain.jpg,india makes big strides in african healthcare like many african doctors peter mativo had to travel overseas to complete his training in  he left kenya for bangalore to pursue his goal of becoming a neurologist after  months in india h  chars,"['india', 'makes', 'big', 'strides', 'african', 'healthcare', 'like', 'many', 'african', 'doctors', 'peter', 'mativo', 'travel', 'overseas', 'complete', 'training', 'left', 'kenya', 'bangalore', 'pursue', 'goal', 'becoming', 'neurologist', 'months', 'india', 'h', 'chars']",india make big stride african healthcare like many african doctor peter mativo travel overseas complete training left kenya bangalore pursue goal becoming neurologist month india h char
10,India and China troops clash on Arunachal Pradesh mountain border,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",The Indian army says a small number of soldiers fought on Friday but both sides disengaged quickly.,"India says its forces have clashed with Chinese troops in a disputed area along the border, the first such flare-up in more than a year.
The nations had been working to de-escalate tensions since a … [+1678 chars]",2022-12-13,https://www.bbc.co.uk/news/world-asia-63953400,https://ichef.bbci.co.uk/news/1024/branded_news/11786/production/_127985517_gettyimages-1231432460.jpg,india and china troops clash on arunachal pradesh mountain border india says its forces have clashed with chinese troops in a disputed area along the border the first such flare up in more than a year the nations had been working to de escalate tensions since a  chars,"['india', 'china', 'troops', 'clash', 'arunachal', 'pradesh', 'mountain', 'border', 'india', 'says', 'forces', 'clashed', 'chinese', 'troops', 'disputed', 'area', 'along', 'border', 'first', 'flare', 'year', 'nations', 'working', 'de', 'escalate', 'tensions', 'since', 'chars']",india china troop clash arunachal pradesh mountain border india say force clashed chinese troop disputed area along border first flare year nation working de escalate tension since char
12,Covid-19: PM Modi cautions India amid China coronavirus surge,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",Prime Minister Narendra Modi held a review meeting amid a surge in cases in China which has put India on alert.,"Indian Prime Minister Narendra Modi has urged people to start wearing masks again as the country steps up surveillance of Covid cases.
Mr Modi held a review meeting on Thursday amid a surge in cases… [+2946 chars]",2022-12-23,https://www.bbc.co.uk/news/world-asia-india-64073259,https://ichef.bbci.co.uk/news/1024/branded_news/12AC0/production/_128108467_gettyimages-1245786475-594x594.jpg,covid  pm modi cautions india amid china coronavirus surge indian prime minister narendra modi has urged people to start wearing masks again as the country steps up surveillance of covid cases mr modi held a review meeting on thursday amid a surge in cases  chars,"['covid', 'pm', 'modi', 'cautions', 'india', 'amid', 'china', 'coronavirus', 'surge', 'indian', 'prime', 'minister', 'narendra', 'modi', 'urged', 'people', 'start', 'wearing', 'masks', 'country', 'steps', 'surveillance', 'covid', 'cases', 'mr', 'modi', 'held', 'review', 'meeting', 'thursday', 'amid', 'surge', 'cases', 'chars']",covid pm modi caution india amid china coronavirus surge indian prime minister narendra modi urged people start wearing mask country step surveillance covid case mr modi held review meeting thursday amid surge case char
13,Nirbhaya 10 years on: The lives the Delhi gang rape changed,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",A horrific gang rape and murder shocked the world in 2012 - has anything changed for women in India?,"Ten years ago this month, a horrific gang rape and murder in Delhi was a watershed moment which focused India's national conversation on an issue previously left in the shadows - violence against wom… [+11998 chars]",2022-12-06,https://www.bbc.co.uk/news/world-63817388,https://ichef.bbci.co.uk/news/1024/branded_news/9C99/production/_127898004_delhirape_promo_thumb_01-1.jpg,nirbhaya  years on the lives the delhi gang rape changed ten years ago this month a horrific gang rape and murder in delhi was a watershed moment which focused india is national conversation on an issue previously left in the shadows violence against wom  chars,"['nirbhaya', 'years', 'lives', 'delhi', 'gang', 'rape', 'changed', 'ten', 'years', 'ago', 'month', 'horrific', 'gang', 'rape', 'murder', 'delhi', 'watershed', 'moment', 'focused', 'india', 'national', 'conversation', 'issue', 'previously', 'left', 'shadows', 'violence', 'wom', 'chars']",nirbhaya year life delhi gang rape changed ten year ago month horrific gang rape murder delhi watershed moment focused india national conversation issue previously left shadow violence wom char
15,Kerala: Why Iranian filmmaker Mahnaz Mohammadi sent lock of hair to India film festival,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",Mahnaz Mohammadi sent a tuft of her hair to a film festival in the southern Indian state of Kerala.,"An Iranian filmmaker has sent a lock of her hair to a film festival in the southern Indian state of Kerala after she was banned from leaving the country. 
Mahnaz Mohammadi could not travel to India … [+4137 chars]",2022-12-13,https://www.bbc.co.uk/news/world-asia-india-63913487,https://ichef.bbci.co.uk/news/1024/branded_news/1728A/production/_127985849_48b1be4b-18a4-435a-9fd9-97571b1a9526.jpg,kerala why iranian filmmaker mahnaz mohammadi sent lock of hair to india film festival an iranian filmmaker has sent a lock of her hair to a film festival in the southern indian state of kerala after she was banned from leaving the country mahnaz mohammadi could not travel to india  chars,"['kerala', 'iranian', 'filmmaker', 'mahnaz', 'mohammadi', 'sent', 'lock', 'hair', 'india', 'film', 'festival', 'iranian', 'filmmaker', 'sent', 'lock', 'hair', 'film', 'festival', 'southern', 'indian', 'state', 'kerala', 'banned', 'leaving', 'country', 'mahnaz', 'mohammadi', 'could', 'travel', 'india', 'chars']",kerala iranian filmmaker mahnaz mohammadi sent lock hair india film festival iranian filmmaker sent lock hair film festival southern indian state kerala banned leaving country mahnaz mohammadi could travel india char
17,The countries launching missions to the Moon and beyond in 2023,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",In 2023 several countries will launch missions to the Moon and beyond.,"In 2023, Russia, India and the European Space Agency will be launching missions to the Moon, and further into deep space.
This follows Nasa's Artemis I mission, which recently made a lunar orbit, us… [+4075 chars]",2022-12-24,https://www.bbc.co.uk/news/science-environment-64002977,https://ichef.bbci.co.uk/news/1024/branded_news/298A/production/_127643601_artemisindex.png,the countries launching missions to the moon and beyond in  in  russia india and the european space agency will be launching missions to the moon and further into deep space this follows nasa is artemis i mission which recently made a lunar orbit us  chars,"['countries', 'launching', 'missions', 'moon', 'beyond', 'russia', 'india', 'european', 'space', 'agency', 'launching', 'missions', 'moon', 'deep', 'space', 'follows', 'nasa', 'artemis', 'mission', 'recently', 'made', 'lunar', 'orbit', 'us', 'chars']",country launching mission moon beyond russia india european space agency launching mission moon deep space follows nasa artemis mission recently made lunar orbit u char
18,Kerala: The sweet story of India's 'first' Christmas cake,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",The legend of India's first Christmas cake dates back 140 years to a small town in the southern state of Kerala.,"Prakash Mambally has a story to tell about the first Christmas cake made in India. 
In November 1883, a merchant named Murdock Brown went to the Royal Biscuit Factory in what is now the southern Ind… [+3895 chars]",2022-12-24,https://www.bbc.co.uk/news/world-asia-india-64062202,https://ichef.bbci.co.uk/news/1024/branded_news/B6BC/production/_128108764_mamballysroyalbiscuitfactorywheremurdockbrownwentwithapieceofcakehebroughtfromenglandandtipstomakeit140yearsback.jpg,kerala the sweet story of india is first christmas cake prakash mambally has a story to tell about the first christmas cake made in india in november  a merchant named murdock brown went to the royal biscuit factory in what is now the southern ind  chars,"['kerala', 'sweet', 'story', 'india', 'first', 'christmas', 'cake', 'prakash', 'mambally', 'story', 'tell', 'first', 'christmas', 'cake', 'made', 'india', 'november', 'merchant', 'named', 'murdock', 'brown', 'went', 'royal', 'biscuit', 'factory', 'southern', 'ind', 'chars']",kerala sweet story india first christmas cake prakash mambally story tell first christmas cake made india november merchant named murdock brown went royal biscuit factory southern ind char
19,Tamil Nadu: Indian man's search for father's lost grave ends in Malaysia,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",The man from Tamil Nadu was six months old when his father died 55 years ago.,"An Indian man, who lost his father when he was six months old, went to great lengths to locate and visit his final resting place miles away in another country. Prabhurao Anandan, a Tamil Nadu-based j… [+4395 chars]",2022-12-13,https://www.bbc.co.uk/news/world-asia-india-63913110,https://ichef.bbci.co.uk/news/1024/branded_news/17FEB/production/_127938289_capture.png,tamil nadu indian man is search for father is lost grave ends in malaysia an indian man who lost his father when he was six months old went to great lengths to locate and visit his final resting place miles away in another country prabhurao anandan a tamil nadu based j  chars,"['tamil', 'nadu', 'indian', 'man', 'search', 'father', 'lost', 'grave', 'ends', 'malaysia', 'indian', 'man', 'lost', 'father', 'six', 'months', 'old', 'went', 'great', 'lengths', 'locate', 'visit', 'final', 'resting', 'place', 'miles', 'away', 'another', 'country', 'prabhurao', 'anandan', 'tamil', 'nadu', 'based', 'j', 'chars']",tamil nadu indian man search father lost grave end malaysia indian man lost father six month old went great length locate visit final resting place mile away another country prabhurao anandan tamil nadu based j char
20,"Meta, Amazon, Twitter layoffs: 'Tech layoffs will not destroy our American dreams'",https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}","Surbhi Gupta, who was laid off in the US, on the uncertainties she and other visa holders are dealing with.","Recent mass layoffs at big US tech firms have plunged into uncertainty several Indians working on non-immigrant visas such as the H1-B. Surbhi Gupta, a product manager at Meta who was among those aff… [+5557 chars]",2022-12-05,https://www.bbc.co.uk/news/world-asia-india-63804055,https://ichef.bbci.co.uk/news/1024/branded_news/2015/production/_127831280_final.jpg,meta amazon twitter layoffs tech layoffs will not destroy our american dreams recent mass layoffs at big us tech firms have plunged into uncertainty several indians working on non immigrant visas such as the h b surbhi gupta a product manager at meta who was among those aff  chars,"['meta', 'amazon', 'twitter', 'layoffs', 'tech', 'layoffs', 'destroy', 'american', 'dreams', 'recent', 'mass', 'layoffs', 'big', 'us', 'tech', 'firms', 'plunged', 'uncertainty', 'several', 'indians', 'working', 'non', 'immigrant', 'visas', 'h', 'b', 'surbhi', 'gupta', 'product', 'manager', 'meta', 'among', 'aff', 'chars']",meta amazon twitter layoff tech layoff destroy american dream recent mass layoff big u tech firm plunged uncertainty several indian working non immigrant visa h b surbhi gupta product manager meta among aff char
21,"SpaceX moon flight to include DJ, YouTuber and K-pop rapper",https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",A Japanese billionaire recruits an artists-only crew for a space voyage around the moon.,"A commercial DJ, K-pop rapper, and a space YouTuber are to go on a trip around the Moon, after they were picked by a Japanese billionaire for a private SpaceX flight.
Businessman Yusaku Maezawa reve… [+2969 chars]",2022-12-09,https://www.bbc.co.uk/news/world-asia-63912668,https://ichef.bbci.co.uk/news/1024/branded_news/1381A/production/_116389897_30934146778_db76aa9637_k-2.jpg,spacex moon flight to include dj youtuber and k pop rapper a commercial dj k pop rapper and a space youtuber are to go on a trip around the moon after they were picked by a japanese billionaire for a private spacex flight businessman yusaku maezawa reve  chars,"['spacex', 'moon', 'flight', 'include', 'dj', 'youtuber', 'k', 'pop', 'rapper', 'commercial', 'dj', 'k', 'pop', 'rapper', 'space', 'youtuber', 'go', 'trip', 'around', 'moon', 'picked', 'japanese', 'billionaire', 'private', 'spacex', 'flight', 'businessman', 'yusaku', 'maezawa', 'reve', 'chars']",spacex moon flight include dj youtuber k pop rapper commercial dj k pop rapper space youtuber go trip around moon picked japanese billionaire private spacex flight businessman yusaku maezawa reve char
22,World Cup 2022: TikTok brings football fever to millions of fans,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}",The #FifaWorldCup hashtag is bringing in billions of views as football fever hits social media.,"From Bukayo Saka's spelling school to team analysis and score predictions, our social feeds are showing us loads of content from the Qatar World Cup.
Videos under the #FifaWorldCup hashtag have been… [+4581 chars]",2022-12-10,https://www.bbc.co.uk/news/newsbeat-63917104,https://ichef.bbci.co.uk/news/1024/branded_news/7F67/production/_127951623_ben2.jpg,world cup  tiktok brings football fever to millions of fans from bukayo saka is spelling school to team analysis and score predictions our social feeds are showing us loads of content from the qatar world cup videos under the fifaworldcup hashtag have been  chars,"['world', 'cup', 'tiktok', 'brings', 'football', 'fever', 'millions', 'fans', 'bukayo', 'saka', 'spelling', 'school', 'team', 'analysis', 'score', 'predictions', 'social', 'feeds', 'showing', 'us', 'loads', 'content', 'qatar', 'world', 'cup', 'videos', 'fifaworldcup', 'hashtag', 'chars']",world cup tiktok brings football fever million fan bukayo saka spelling school team analysis score prediction social feed showing u load content qatar world cup video fifaworldcup hashtag char
23,Should countries try to do everything themselves?,https://www.facebook.com/bbcnews,"{'id': 'bbc-news', 'name': 'BBC News'}","In recent years, some world leaders have been making arguments for countries becoming more self-reliant.","Would it be better if a country simply produced everything it needed within its own borders rather than importing things from abroad? Would that make the country more secure, perhaps richer?
It soun… [+5382 chars]",2022-12-08,https://www.bbc.co.uk/news/business-63780833,https://ichef.bbci.co.uk/news/1024/branded_news/C444/production/_127844205_gettyimages-127544284.jpg,should countries try to do everything themselves would it be better if a country simply produced everything it needed within its own borders rather than importing things from abroad would that make the country more secure perhaps richer it soun  chars,"['countries', 'try', 'everything', 'would', 'better', 'country', 'simply', 'produced', 'everything', 'needed', 'within', 'borders', 'rather', 'importing', 'things', 'abroad', 'would', 'make', 'country', 'secure', 'perhaps', 'richer', 'soun', 'chars']",country try everything would better country simply produced everything needed within border rather importing thing abroad would make country secure perhaps richer soun char
